DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
0.0,2.050435466,1.3e-06,-1.3e-06,133.288776,0.00056,-0.00056,1.275,0.196,-0.109,8.0122,0.0227,-0.0227,7770.0,20.7,-20.7,34.84,6.5,-4.35,1278.0,629.98,400.07,-211.12,445.8,1.0,5440.0,207.0,-189.0,4.496,0.092,-0.127,0.825,0.154,-0.103,287.16849,39.379581,14.808,0,0
1.0,6.17998508,1.55e-05,-1.55e-05,132.72278,0.00207,-0.00207,0.175,0.29,-0.175,2.1094,0.0684,-0.0684,751.0,29.4,-29.4,2.12,0.14,-0.11,814.0,104.06,23.58,-18.0,29.0,1.0,5149.0,103.0,-103.0,4.551,0.041,-0.045,0.791,0.051,-0.042,293.05801,45.248821,15.801,1,2
0.0,39.20680865,3.15e-06,-3.15e-06,142.4611109,6.6e-05,-6.6e-05,0.81,0.015,-0.014,6.24701,0.00363,-0.00363,187000.0,207.0,-207.0,50.2,16.0,-4.03,516.0,16.82,16.08,-4.23,1274.3,1.0,5945.0,179.0,-179.0,4.545,0.039,-0.208,0.861,0.274,-0.069,297.81793,46.76421,15.545,0,0
0.005,361.901618,0.0089,-0.0089,405.3021,0.02,-0.02,0.093,0.358,-0.093,4.984,0.828,-0.828,184.0,26.5,-26.5,0.95,0.11,-0.08,198.0,0.37,0.14,-0.09,8.5,1.0,5053.0,136.0,-136.0,4.603,0.04,-0.06,0.717,0.086,-0.058,290.37891,39.694,12.673,0,0
0.147,2.21568076,2.93e-05,-2.93e-05,132.26619,0.00973,-0.00973,0.563,0.007,-0.497,1.515,0.386,-0.386,43.6,9.4,-9.4,0.57,0.09,-0.07,1236.0,550.44,275.86,-178.46,6.9,1.0,5349.0,159.0,-159.0,4.478,0.115,-0.115,0.836,0.13,-0.106,286.80914,46.390411,13.805,0,0
1.0,13.57078281,1.59e-05,-1.59e-05,136.279194,0.000957,-0.000957,0.866,0.015,-0.621,3.3539,0.0489,-0.0489,512.0,6.3,-6.3,2.64,0.4,-0.27,785.0,89.61,38.12,-22.92,88.4,1.0,5854.0,105.0,-117.0,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882,1,2
0.0,0.916326699,3.81e-07,-3.81e-07,131.80905,0.000373,-0.000373,0.988,0.07,-0.047,3.1427,0.0197,-0.0197,96400.0,461.0,-461.0,50.7,15.7,-5.22,1917.0,3196.67,2995.06,-996.66,251.6,1.0,6046.0,189.0,-232.0,4.486,0.052,-0.208,0.972,0.3,-0.1,290.09695,41.97068,15.896,0,0
0.0,0.835315046,6.7e-08,-6.7e-08,131.9570817,6.72e-05,-6.72e-05,1.224,0.035,-0.036,2.45449,0.00169,-0.00169,16900.0,9.2,-9.2,30.54,3.27,-2.97,1490.0,1160.98,422.13,-322.9,939.5,1.0,5009.0,135.0,-150.0,4.584,0.072,-0.054,0.69,0.074,-0.067,282.75241,44.048721,15.314,0,0
0.0,12.36564669,5.92e-05,-5.92e-05,140.92029,0.00397,-0.00397,1.22,71.74,-0.04,3.644,0.215,-0.215,388.0,21.1,-21.1,24.89,7.6,-2.54,804.0,98.51,88.19,-28.96,22.8,1.0,6075.0,163.0,-199.0,4.495,0.052,-0.208,0.952,0.291,-0.097,297.84399,39.989811,14.59,0,0
1.0,4.56383697,4.58e-05,-4.58e-05,132.26068,0.0076,-0.0076,0.365,0.094,-0.365,2.271,0.227,-0.227,202.0,23.7,-23.7,1.22,0.24,-0.13,980.0,218.18,132.0,-63.03,9.9,1.0,5408.0,160.0,-160.0,4.496,0.07,-0.13,0.861,0.168,-0.09,285.72272,43.00948,15.448,1,2
0.061,1.89140138,9.73e-05,-9.73e-05,132.6124,0.0585,-0.0585,1.222,2.489,-0.19,9.52,1.0,-1.0,558.0,52.7,-52.7,25.67,6.93,-2.78,1377.0,849.6,708.85,-258.05,12.4,1.0,5504.0,180.0,-180.0,4.466,0.062,-0.175,0.952,0.257,-0.103,290.28079,37.882172,17.159,0,0
0.0,2.745121487,2.67e-06,-2.67e-06,133.619276,0.000829,-0.000829,0.861,0.072,-0.025,2.9845,0.0769,-0.0769,14600.0,286.0,-286.0,9.55,1.0,-0.58,893.0,150.25,60.52,-35.5,86.7,1.0,4608.0,163.0,-163.0,4.648,0.024,-0.056,0.658,0.069,-0.04,288.22913,49.904129,15.187,0,0
1.0,4.33643506,1.15e-05,-1.15e-05,133.85442,0.00218,-0.00218,0.641,0.267,-0.427,4.1445,0.0568,-0.0568,109.0,2.6,-2.6,1.75,0.07,-0.09,1453.0,1054.56,131.47,-153.35,48.0,1.0,6180.0,74.0,-80.0,4.133,0.015,-0.015,1.603,0.057,-0.082,293.0795,43.073711,11.704,1,2
1.0,31.2012202,0.000349,-0.000349,140.07042,0.00845,-0.00845,0.714,0.035,-0.521,4.077,0.216,-0.216,360.0,28.6,-28.6,1.47,0.04,-0.08,406.0,6.44,0.82,-1.06,13.7,2.0,4513.0,71.0,-80.0,4.574,0.048,-0.012,0.722,0.021,-0.038,291.34259,38.363129,15.07,1,2
1.0,5.37493289,1.25e-05,-1.25e-05,170.93379,0.00178,-0.00178,0.228,0.226,-0.228,3.9567,0.0539,-0.0539,156.0,3.5,-3.5,2.12,0.36,-0.43,1413.0,942.35,445.91,-390.58,49.0,1.0,6167.0,124.0,-124.0,4.037,0.182,-0.098,1.689,0.281,-0.343,293.03775,46.277519,13.294,1,2
0.0,1.752562808,5.2e-08,-5.2e-08,132.7222455,2.44e-05,-2.44e-05,0.545,0.002,-0.003,6.1245,0.00156,-0.00156,368000.0,77.7,-77.7,124.23,27.6,-55.2,2018.0,3915.22,2508.22,-2830.42,5494.6,1.0,5853.0,140.0,-158.0,3.971,0.42,-0.14,1.795,0.398,-0.797,298.79889,42.390888,11.388,0,0
1.0,11.39169531,7.57e-05,-7.57e-05,141.55983,0.00547,-0.00547,0.849,0.096,-0.606,5.0,0.149,-0.149,51.0,3.1,-3.1,1.02,0.18,-0.23,886.0,145.67,71.74,-63.32,19.0,1.0,5557.0,122.0,-78.0,4.198,0.208,-0.112,1.249,0.212,-0.283,289.39474,41.782349,11.926,1,1
0.0,1.8437362,1.32e-05,-1.32e-05,132.23042,0.00715,-0.00715,1.189,0.199,-0.053,21.04,1.1,-1.1,341.0,7.8,-7.8,25.26,7.9,-4.24,1628.0,1655.74,1572.68,-675.69,83.4,1.0,6032.0,190.0,-232.0,4.358,0.112,-0.192,1.114,0.348,-0.187,292.97159,37.65733,14.615,0,0
0.0,4.800653901,4.14e-06,-4.14e-06,134.365782,0.000745,-0.000745,0.785,0.006,-0.007,9.0419,0.055,-0.055,15300.0,63.7,-63.7,16.91,6.01,-2.0,1347.0,778.45,793.72,-255.78,298.0,1.0,6715.0,161.0,-241.0,4.347,0.056,-0.224,1.241,0.441,-0.147,296.13391,38.999008,13.32,0,0
0.356,141.400279,0.00154,-0.00154,208.22014,0.00766,-0.00766,0.401,0.062,-0.401,3.031,0.236,-0.236,790.0,68.7,-68.7,41.55,1.24,-3.3,945.0,188.78,26.1,-38.22,12.9,1.0,4936.0,88.0,-74.0,2.609,0.033,-0.027,14.907,0.445,-1.186,295.80203,38.797932,12.783,1,1
0.983,7.05429483,4.13e-05,-4.13e-05,136.18961,0.00519,-0.00519,0.48,0.048,-0.417,1.716,0.171,-0.171,359.0,39.2,-39.2,1.0,0.06,-0.09,497.0,14.46,2.98,-3.51,11.2,2.0,3765.0,75.0,-83.0,4.725,0.049,-0.021,0.521,0.029,-0.047,293.51108,45.136589,15.987,1,2
0.0,4.238855579,1.74e-06,-1.74e-06,135.201464,0.000336,-0.000336,1.031,0.318,-0.04,5.2235,0.0195,-0.0195,68000.0,213.0,-213.0,38.01,6.81,-5.58,1044.0,280.82,157.8,-99.48,374.8,1.0,5655.0,167.0,-167.0,4.482,0.135,-0.135,0.804,0.144,-0.118,288.96494,42.469391,14.858,0,0
0.335,432.96905,0.0463,-0.0463,186.7367,0.0631,-0.0631,0.4,0.069,-0.4,20.76,3.5,-3.5,258.0,51.0,-51.0,1.43,0.33,-0.12,219.0,0.55,0.37,-0.14,8.1,1.0,5580.0,150.0,-166.0,4.538,0.031,-0.178,0.886,0.207,-0.074,292.41211,46.36388,14.942,1,1
0.121,320.347208,0.0085,-0.0085,406.2309,0.0148,-0.0148,0.548,0.415,-0.334,7.159,0.559,-0.559,263.0,38.3,-38.3,1.58,0.46,-0.15,274.0,1.33,1.14,-0.38,8.8,1.0,6146.0,164.0,-201.0,4.497,0.05,-0.2,0.943,0.273,-0.091,295.90207,46.116138,13.996,0,0
1.0,0.9886684,0.000291,-0.000291,131.99354,0.00507,-0.00507,0.372,0.077,-0.372,2.023,0.238,-0.238,127.0,18.1,-18.1,3.18,0.55,-1.65,3183.0,24258.04,13028.49,-19374.23,8.7,1.0,6456.0,182.0,-228.0,3.725,0.527,-0.093,2.773,0.479,-1.436,286.29129,44.920082,12.551,1,1
0.0,5.519188936,8.48e-07,-8.48e-07,134.470023,0.00016,-0.00016,0.459,0.002,-0.002,7.1351,0.00485,-0.00485,217000.0,143.0,-143.0,43.06,10.8,-6.62,932.0,178.7,146.27,-66.07,2270.6,1.0,5324.0,204.0,-167.0,4.439,0.124,-0.201,0.897,0.225,-0.138,298.06189,40.957291,16.117,0,0
0.0,10.72725536,4.89e-05,-4.89e-05,132.90239,0.0033,-0.0033,1.056,17.11,-0.042,1.7541,0.0213,-0.0213,56200.0,432.0,-432.0,12.85,3.01,-2.69,307.0,2.1,1.36,-0.9,160.5,1.0,3324.0,66.0,-73.0,5.006,0.075,-0.083,0.268,0.063,-0.056,285.00772,49.503979,16.415,1,1
0.965,7.34373964,1.13e-05,-1.13e-05,137.29874,0.00128,-0.00128,0.185,0.269,-0.185,1.1784,0.0466,-0.0466,574.0,21.8,-21.8,1.84,0.4,-0.14,839.0,117.5,77.15,-27.07,32.2,1.0,5757.0,155.0,-155.0,4.597,0.036,-0.144,0.762,0.168,-0.056,296.23215,47.678959,14.657,1,1
0.989,4.08897299,2.15e-05,-2.15e-05,135.76402,0.00507,-0.00507,0.374,0.059,-0.374,3.585,0.138,-0.138,158.0,9.3,-9.3,2.36,0.32,-0.61,1537.0,1317.96,486.13,-631.56,19.0,2.0,5897.0,79.0,-79.0,3.98,0.203,-0.072,1.86,0.259,-0.481,289.09689,44.004379,14.5,1,2
1.0,17.40665216,3.36e-05,-3.36e-05,171.00688,0.00158,-0.00158,0.022,0.332,-0.022,6.864,0.0518,-0.0518,587.0,7.4,-7.4,2.95,0.5,-0.46,814.0,104.04,51.4,-36.02,85.7,1.0,6086.0,134.0,-134.0,4.274,0.143,-0.117,1.216,0.207,-0.188,293.72806,46.12915,13.998,1,2
0.994,8.23983041,4.01e-05,-4.01e-05,137.75528,0.00419,-0.00419,0.012,0.425,-0.012,5.619,0.119,-0.119,251.0,9.1,-9.1,2.35,0.38,-0.47,1093.0,338.17,145.01,-133.09,29.4,1.0,5794.0,78.0,-78.0,4.118,0.182,-0.098,1.496,0.245,-0.299,293.51984,41.277409,15.024,1,2
0.0,2.53470797,1.44e-05,-1.44e-05,132.88117,0.00449,-0.00449,1.187,0.015,-0.166,20.143,0.413,-0.413,328.0,4.5,-4.5,50.25,8.69,-13.0,2117.0,4744.68,2101.83,-2265.45,99.5,1.0,6440.0,77.0,-77.0,3.874,0.21,-0.09,2.254,0.39,-0.585,293.66101,39.411629,13.92,0,0
1.0,2.633852528,8.35e-06,-8.35e-06,134.56431,0.00255,-0.00255,0.204,0.272,-0.204,2.0206,0.0804,-0.0804,260.0,12.6,-12.6,1.38,0.07,-0.12,1131.0,387.43,68.57,-82.96,23.3,1.0,5114.0,84.0,-76.0,4.463,0.09,-0.036,0.878,0.044,-0.076,291.3909,48.065609,15.173,1,2
0.0,0.847588864,3.33e-06,-3.33e-06,131.55971,0.00278,-0.00278,0.507,0.046,-0.428,2.246,0.11,-0.11,67.1,3.8,-3.8,0.91,0.29,-0.1,2144.0,5000.82,4648.42,-1516.33,21.3,1.0,6335.0,150.0,-206.0,4.427,0.056,-0.224,1.072,0.349,-0.116,296.12457,49.726669,14.263,0,0
0.0,67.451045,8.57e-05,-8.57e-05,151.96756,0.00104,-0.00104,1.01,0.256,-0.066,8.9387,0.071,-0.071,7060.0,44.6,-44.6,36.7,20.8,-25.4,562.0,23.61,40.97,-21.58,205.4,1.0,4847.0,134.0,-122.0,3.726,0.84,-0.36,2.191,1.24,-1.515,297.16977,50.147369,13.342,0,0
0.0,116.5214317,0.000704,-0.000704,144.13378,0.0052,-0.0052,1.26,73.95,-1.25,5.577,0.266,-0.266,772.0,36.2,-36.2,44.41,7.93,-8.72,457.0,10.33,5.33,-4.18,25.0,1.0,6056.0,134.0,-122.0,4.179,0.168,-0.112,1.411,0.252,-0.277,286.37,37.552521,13.806,0,0
0.998,12.50945798,7.47e-05,-7.47e-05,136.99217,0.0046,-0.0046,0.626,0.335,-0.42,3.479,0.145,-0.145,155.0,10.8,-10.8,1.54,0.24,-0.21,875.0,138.54,59.79,-43.89,16.0,2.0,5949.0,107.0,-119.0,4.303,0.12,-0.108,1.184,0.183,-0.165,295.422,38.735691,13.86,1,2
0.0,3.21318517,4.7e-06,-4.7e-06,132.044475,0.00062,-0.00062,0.924,0.002,0.0,15.47,2.2,-2.2,2050.0,8.3,-8.3,8.24,1.72,-1.73,1710.0,2017.35,1229.31,-916.14,662.9,1.0,6712.0,162.0,-223.0,4.159,0.18,-0.135,1.513,0.317,-0.317,291.85208,48.319561,12.52,0,0
0.0,8.80854183,6.06e-05,-6.06e-05,134.02712,0.00361,-0.00361,0.993,0.116,-0.136,34.7564,0.0,0.0,175.0,7.8,-7.8,2.69,0.55,-0.44,1000.0,236.05,143.78,-90.5,137.3,1.0,6017.0,163.0,-181.0,4.3,0.135,-0.135,1.21,0.245,-0.2,295.71942,45.747559,12.239,0,0
0.999,1.834277283,7.85e-06,-7.85e-06,132.85895,0.00379,-0.00379,0.381,0.088,-0.381,1.7499,0.086,-0.086,287.0,14.3,-14.3,1.64,0.45,-0.2,1459.0,1068.36,901.58,-345.13,24.8,1.0,5751.0,173.0,-190.0,4.458,0.081,-0.189,0.958,0.268,-0.115,285.96802,48.67905,15.198,1,1
0.0,6.40802979,7.81e-05,-7.81e-05,134.0732,0.01,-0.01,1.287,51.87,-0.254,2.9288,0.034,-0.034,7780.0,85.8,-85.8,51.44,15.6,-10.3,1157.0,424.01,390.02,-192.66,108.2,1.0,6261.0,197.0,-241.0,4.293,0.153,-0.187,1.194,0.361,-0.24,295.15491,43.444321,14.078,0,0
1.0,40.1015561,0.00029,-0.00029,132.71244,0.00587,-0.00587,0.868,0.083,-0.623,5.246,0.19,-0.19,550.0,30.7,-30.7,2.92,0.95,-0.4,583.0,27.31,26.84,-9.74,19.0,3.0,6100.0,193.0,-214.0,4.376,0.105,-0.195,1.083,0.35,-0.15,296.35867,39.115189,14.82,1,2
0.0,1.33258772,2.02e-05,-2.02e-05,132.0314,0.0178,-0.0178,0.634,0.315,-0.404,5.187,0.47,-0.47,70.8,5.9,-5.9,1.13,0.19,-0.22,1825.0,2625.26,1131.2,-1021.93,16.0,1.0,5576.0,83.0,-75.0,4.201,0.188,-0.101,1.289,0.208,-0.254,295.19968,46.832321,15.276,0,0
0.0,36.47311505,1.49e-06,-1.49e-06,159.7666622,3.18e-05,-3.18e-05,1.003,0.018,-0.173,2.91005,0.00408,-0.00408,162000.0,21.2,-21.2,53.1,10.2,-4.72,467.0,11.24,6.71,-2.87,1899.1,1.0,5452.0,162.0,-146.0,4.594,0.032,-0.128,0.766,0.147,-0.068,287.95151,42.413189,14.359,0,0
0.603,54.333582,0.00127,-0.00127,144.7536,0.0194,-0.0194,0.823,0.122,-0.583,10.545,0.594,-0.594,152.0,16.4,-16.4,1.7,0.27,-0.33,513.0,16.37,7.02,-6.22,10.5,1.0,5500.0,88.0,-66.0,4.228,0.195,-0.12,1.221,0.193,-0.236,285.15942,47.88274,14.487,1,1
0.913,34.19360031,3.66e-06,-3.66e-06,155.2966351,8.58e-05,-8.58e-05,0.625,0.004,-0.005,5.41382,0.00803,-0.00803,13700.0,11.6,-11.6,21.95,3.79,-4.63,778.0,86.74,43.36,-36.96,1405.6,1.0,6129.0,135.0,-123.0,3.991,0.175,-0.094,1.786,0.308,-0.377,297.36032,40.42981,13.325,0,0
0.0,12.01166109,7.38e-07,-7.38e-07,176.6358115,4.75e-05,-4.75e-05,1.024,0.017,-0.014,3.77516,0.00475,-0.00475,14300.0,11.0,-11.0,55.2,14.0,-19.3,1317.0,710.87,534.94,-456.49,1898.4,1.0,6753.0,185.0,-278.0,3.91,0.306,-0.165,2.396,0.609,-0.837,289.19144,40.263184,13.252,0,0
0.0,0.798200403,2.75e-07,-2.75e-07,133.962079,0.000392,-0.000392,1.193,1.141,-0.113,1.8261,0.0157,-0.0157,397.0,6.2,-6.2,24.03,6.97,-2.5,2128.0,4875.01,4150.09,-1450.05,65.9,1.0,6258.0,169.0,-206.0,4.449,0.05,-0.2,1.031,0.299,-0.107,296.98853,46.596882,14.613,0,0
1.0,9.549277089,5.29e-06,-5.29e-06,175.757183,0.000433,-0.000433,0.068,0.282,-0.068,1.5832,0.0185,-0.0185,1830.0,20.0,-20.0,1.57,0.21,-0.24,374.0,4.62,1.83,-1.58,112.2,1.0,3547.0,71.0,-80.0,4.899,0.06,-0.06,0.369,0.05,-0.056,284.92184,45.972401,14.486,1,2
1.0,3.936993144,4.46e-06,-4.46e-06,169.650592,0.000903,-0.000903,0.801,0.08,-0.555,1.887,0.0387,-0.0387,1270.0,24.6,-24.6,3.36,0.74,-0.25,1004.0,240.16,162.89,-57.82,59.3,2.0,5431.0,164.0,-164.0,4.563,0.029,-0.152,0.843,0.186,-0.062,287.9061,46.937771,15.063,1,2
0.0,184.5201539,4.78e-05,-4.78e-05,237.698721,0.000198,-0.000198,0.886,0.008,-0.008,15.3564,0.0172,-0.0172,49300.0,43.9,-43.9,23.38,4.21,-3.17,275.0,1.36,0.77,-0.45,1759.1,1.0,5341.0,160.0,-144.0,4.514,0.096,-0.132,0.776,0.14,-0.105,297.34164,46.543362,14.07,0,0
0.0,2.17813954,2.49e-05,-2.49e-05,132.02972,0.00835,-0.00835,0.054,0.404,-0.054,2.063,0.273,-0.273,28.6,3.7,-3.7,1.0,0.23,-0.26,2073.0,4372.75,2997.89,-2205.8,9.7,1.0,6511.0,175.0,-175.0,4.003,0.234,-0.126,1.851,0.428,-0.475,288.78162,47.39735,13.422,0,0
0.0,1.161947482,6.1e-08,-6.1e-08,132.2121368,4.23e-05,-4.23e-05,0.815,0.021,-0.017,4.46886,0.00368,-0.00368,130000.0,86.9,-86.9,68.69,22.1,-16.6,2174.0,5300.4,4985.45,-2627.29,2435.4,1.0,6225.0,167.0,-204.0,4.204,0.167,-0.204,1.457,0.468,-0.351,293.53088,40.15049,13.14,0,0
1.0,4.64622383,1.62e-05,-1.62e-05,354.58863,0.00229,-0.00229,0.88,0.042,-0.625,2.5137,0.0642,-0.0642,447.0,17.4,-17.4,1.82,0.12,-0.07,830.0,112.18,25.69,-16.94,28.2,3.0,4955.0,100.0,-100.0,4.61,0.018,-0.046,0.721,0.047,-0.029,288.53867,40.61615,15.565,1,2
0.0,280.476576,0.00748,-0.00748,299.3871,0.0191,-0.0191,0.974,6.665,-0.018,32.24,1.0,-1.0,651.0,22.1,-22.1,3.16,0.92,-0.31,268.0,1.22,1.03,-0.33,38.7,1.0,5869.0,147.0,-161.0,4.528,0.037,-0.213,0.892,0.261,-0.087,292.61954,48.081478,13.608,0,0
1.0,16.2254975,0.000134,-0.000134,144.02673,0.00707,-0.00707,0.273,0.165,-0.273,6.471,0.203,-0.203,120.0,6.5,-6.5,1.21,0.18,-0.17,788.0,90.93,36.83,-29.46,20.3,2.0,5956.0,107.0,-119.0,4.322,0.137,-0.112,1.098,0.158,-0.158,284.7883,44.591679,13.965,1,2
0.0,18.17304501,3.64e-06,-3.64e-06,355.230984,0.000136,-0.000136,0.674,0.001,-0.001,10.9113,0.00875,-0.00875,69900.0,52.9,-52.9,24.39,7.2,-2.41,650.0,42.19,37.38,-12.56,1820.5,1.0,5799.0,172.0,-207.0,4.548,0.037,-0.2,0.86,0.254,-0.085,291.96497,41.122162,15.927,0,0
1.0,8.5852872,0.000104,-0.000104,137.39662,0.00995,-0.00995,0.029,0.409,-0.029,2.834,0.203,-0.203,1410.0,150.0,-150.0,3.02,0.74,-0.25,777.0,85.95,65.51,-22.55,11.0,1.0,5488.0,180.0,-180.0,4.57,0.04,-0.16,0.818,0.2,-0.067,301.05518,44.306229,16.565,1,1
0.0,4.032762189,3.23e-07,-3.23e-07,133.3016604,6.58e-05,-6.58e-05,0.599,0.005,-0.003,4.14212,0.00279,-0.00279,119000.0,113.0,-113.0,35.22,10.2,-5.09,1173.0,447.97,380.06,-154.12,1520.0,1.0,5960.0,161.0,-161.0,4.438,0.098,-0.196,0.962,0.278,-0.139,295.8085,43.303108,13.861,0,0
0.0,7.942583252,3.96e-06,-3.96e-06,134.817062,0.000563,-0.000563,1.522,0.242,-0.155,7.0612,0.0223,-0.0223,88300.0,146.0,-146.0,219.02,92.5,-139.0,1285.0,644.35,890.73,-569.09,855.4,1.0,5516.0,230.0,-192.0,3.765,0.772,-0.257,2.178,0.92,-1.379,298.99731,43.398861,15.994,0,0
0.0,0.824181335,1.49e-06,-1.49e-06,131.68906,0.00154,-0.00154,1.174,1.612,-0.16,2.4864,0.0938,-0.0938,225.0,6.9,-6.9,18.2,5.13,-1.71,1912.0,3155.32,2608.45,-860.33,40.2,1.0,5977.0,160.0,-178.0,4.514,0.065,-0.195,0.883,0.249,-0.083,298.75528,40.665218,14.638,0,0
0.0,351.2878737,0.000104,-0.000104,207.294303,0.000207,-0.000207,0.712,0.011,-0.01,11.2066,0.0169,-0.0169,135000.0,222.0,-222.0,38.47,10.7,-3.54,252.0,0.96,0.77,-0.27,1002.8,1.0,5911.0,158.0,-193.0,4.519,0.046,-0.184,0.914,0.253,-0.084,295.4931,43.99353,15.703,0,0
0.0,1.00652785,3.49e-06,-3.49e-06,131.71627,0.0028,-0.0028,0.467,0.468,-0.277,1.3175,0.0952,-0.0952,126.0,8.5,-8.5,1.03,0.3,-0.1,1815.0,2556.97,2243.09,-710.49,17.9,1.0,6089.0,183.0,-183.0,4.527,0.05,-0.2,0.889,0.259,-0.086,294.63834,39.39798,14.716,0,0
0.965,8.5275894,0.000102,-0.000102,137.2755,0.0122,-0.0122,0.311,0.149,-0.311,2.959,0.288,-0.288,113.0,13.1,-13.1,1.28,0.44,-0.14,1049.0,286.1,282.78,-94.39,10.4,1.0,6469.0,158.0,-248.0,4.385,0.056,-0.224,1.193,0.41,-0.137,291.12744,47.938801,14.765,1,1
0.0,3.457078812,8e-08,-8e-08,131.8058069,1.93e-05,-1.93e-05,0.317,0.006,-0.001,5.24058,0.0025,-0.0025,316000.0,39.9,-39.9,86.12,25.7,-21.0,1603.0,1560.4,1373.7,-798.11,6009.0,1.0,6526.0,181.0,-250.0,4.182,0.18,-0.18,1.482,0.442,-0.362,295.49411,40.406204,13.585,0,0
0.0,24.70361995,1.17e-05,-1.17e-05,136.13429,0.000348,-0.000348,0.206,0.031,-0.032,6.9719,0.0238,-0.0238,218000.0,1160.0,-1160.0,30.13,3.89,-2.09,464.0,10.99,4.79,-2.46,268.7,1.0,5030.0,151.0,-136.0,4.665,0.028,-0.077,0.65,0.084,-0.045,287.18448,43.367088,15.517,0,0
0.965,4.04481159,4.03e-05,-4.03e-05,133.60007,0.00739,-0.00739,0.393,0.063,-0.393,2.479,0.29,-0.29,33.0,4.7,-4.7,0.67,0.21,-0.09,1325.0,729.15,670.18,-253.44,7.5,1.0,6358.0,160.0,-208.0,4.359,0.087,-0.203,1.141,0.363,-0.156,288.39761,40.6269,13.778,1,1
1.0,24.5709023,0.000101,-0.000101,135.87209,0.0033,-0.0033,0.945,0.009,-0.674,3.587,0.181,-0.181,764.0,31.7,-31.7,2.82,0.2,-0.12,505.0,15.33,3.68,-2.42,26.3,2.0,5095.0,101.0,-101.0,4.566,0.032,-0.052,0.78,0.055,-0.035,291.36478,37.609169,13.562,1,2
0.978,10.7781558,0.000186,-0.000186,134.7939,0.0129,-0.0129,0.009,0.433,-0.009,3.005,0.413,-0.413,121.0,19.0,-19.0,1.24,0.43,-0.14,942.0,186.22,189.44,-58.93,7.9,1.0,6386.0,173.0,-211.0,4.402,0.067,-0.216,1.123,0.389,-0.13,292.9603,48.7005,15.267,1,1
0.0,54.35635067,1.6e-05,-1.6e-05,164.070221,0.000239,-0.000239,1.142,0.301,-0.072,6.4345,0.0129,-0.0129,10500.0,19.9,-19.9,38.81,6.74,-4.89,566.0,24.18,11.87,-7.27,628.1,1.0,6161.0,123.0,-135.0,4.281,0.12,-0.12,1.255,0.218,-0.158,292.93085,37.60664,12.899,0,0
0.803,178.266978,0.00283,-0.00283,229.75414,0.00929,-0.00929,0.886,0.048,-0.663,5.276,0.282,-0.282,1860.0,177.0,-177.0,3.71,0.32,-0.1,241.0,0.8,0.21,-0.09,12.5,1.0,4899.0,77.0,-87.0,4.624,0.007,-0.063,0.713,0.062,-0.018,287.29132,47.598251,15.518,1,1
1.0,18.73577127,2.21e-05,-2.21e-05,177.634372,0.000931,-0.000931,0.785,0.059,-0.544,3.0356,0.0357,-0.0357,567.0,7.7,-7.7,2.1,0.14,-0.12,568.0,24.66,5.7,-4.29,81.8,1.0,5188.0,103.0,-103.0,4.547,0.04,-0.05,0.795,0.053,-0.043,282.13553,43.039101,12.99,1,2
0.963,10.18318233,9.81e-05,-9.81e-05,133.21404,0.00752,-0.00752,0.449,0.512,-0.255,3.137,0.22,-0.22,51.5,5.1,-5.1,0.79,0.13,-0.05,867.0,133.56,60.39,-26.74,11.2,1.0,5843.0,104.0,-127.0,4.421,0.04,-0.12,1.084,0.177,-0.071,287.97885,42.679359,12.857,1,1
1.0,10.10463142,3.57e-05,-3.57e-05,135.55718,0.00311,-0.00311,0.571,0.364,-0.354,2.369,0.088,-0.088,115.0,5.3,-5.3,1.59,0.29,-0.32,1046.0,283.38,148.44,-115.82,24.1,2.0,6070.0,134.0,-122.0,4.157,0.168,-0.112,1.431,0.26,-0.285,281.91568,42.775509,11.992,1,2
